Date	CPI_Australia	CPI_Japan	CPI_China	CPI_Canada	CPI_Switzerland	CPI_US	CPI_UK	CPI_HK	CPI_France	CPI_Germany	CPI_South_Korea	CPI_Brazil	CPI_Ireland	CPI_Taiwan	CPI_India	CPI_Netherlands	CPI_Russia	CPI_South_Africa
28-Feb-21	117.67	99.30	113.22	138.90	100.22	263.01	296.00	101.40	104.24	107.40	107.00	5622.43	101.30	103.58	156.60	108.57	127.99	118.50
31-Mar-21	117.90	99.60	112.66	139.60	100.56	264.88	296.90	101.50	104.89	107.90	107.16	5674.72	102.20	102.96	156.80	108.87	128.83	119.30
30-Apr-21	118.20	99.30	112.33	140.30	100.77	267.05	301.10	101.80	105.00	108.40	107.39	5692.31	102.80	103.64	157.80	109.36	129.58	120.10
31-May-21	118.50	99.50	112.22	141.00	101.03	269.20	301.90	101.60	105.34	108.70	107.46	5739.56	103.00	103.88	160.40	109.46	130.54	120.20
30-Jun-21	118.80	99.50	111.77	141.40	101.11	271.70	304.00	101.30	105.48	109.10	107.39	5769.98	103.10	104.08	161.30	109.67	131.44	120.50
31-Jul-21	119.10	99.80	112.10	142.30	101.02	273.00	305.50	101.40	105.55	109.70	107.61	5825.37	103.50	104.29	162.50	110.23	131.85	121.80
31-Aug-21	119.40	99.80	112.22	142.60	101.27	273.57	307.40	101.50	106.21	109.80	108.29	5876.05	104.20	104.90	162.90	110.71	132.07	122.30
30-Sep-21	119.70	99.80	112.22	142.90	101.29	274.31	308.60	99.20	105.97	110.10	108.83	5944.21	104.60	105.06	163.20	110.79	132.86	122.60
31-Oct-21	119.70	99.90	113.00	143.90	101.60	276.59	312.00	102.00	106.42	110.70	108.97	6018.51	105.40	105.36	165.50	112.18	134.34	122.90
30-Nov-21	119.70	99.90	113.00	143.90	101.63	277.95	312.00	102.00	106.42	111.00	109.41	6075.69	106.00	105.61	166.70	113.17	134.34	122.90
15-Dec-21	119.70	99.90	113.00	143.90	101.63	277.95	312.00	102.00	106.42	111.00	109.41	6075.69	106.00	105.61	166.70	113.17	134.34	122.90
